"Date_exported","Period","Organisation unit","Number of fixed sessions planned","Daily fixed sessions conducted","Number of outreach sessions planned","FS_SS visits conducted by the LGA team ","OS_SS visits conducted by the LGA team ","Daily Fixed Sessions Reporting rate","Daily Outreach Sessions Reporting rate","Daily outreach sessions conducted","FS_Number of children given BCG","FS_Number vaccinated _Penta 1","FS_Number vaccinated _Penta2","FS_Number vaccinated _Penta3","FS_Number of children given IPV","FS_Number vaccinated _Measles","FS_BCG doses opened for session","FS_Doses opened  for  session_Measles","FS_Doses opened for session_Penta","FS_IPV doses opened for session","OS_Number of children given BCG","OS_Number vaccinated_Penta1","OS_Number vaccinated_Penta2","OS_Number vaccinated_Penta3","OS_Number of children given IPV","OS_Number vaccinated_Measles","OS_BCG doses opened for session","OS_Doses opened for session_Penta","OS_IPV doses opened for session","OS_Doses opened for session_Measles","Total BCG doses opened for fixed and outreach sessions","Total Number of children given BCG in fixed and outreach sessions","Total Measles doses utilized in fixed and outreach sessions","Total Number of children vaccinated with Measles in fixed and outreach sessions","Total Penta doses utilized in fixed and outreach sessions","Total Number of children vaccinated with Penta (1, 2 or 3) in outreach sessions","Total Number of children vaccinated with Penta (1, 2 or 3) in fixed sessions","Total Number of children vaccinated with Penta (1, 2 or 3) in fixed and outreach sessions","Total IPV doses utilized in fixed and outreach sessions","Total Number of children vaccinated with IPV in fixed and outreach sessions"
"2018-12-06 09:27:49","2018W35","Niger","209.0",216,131,100,42,1.92376202351265,1.26548435968274,142,1444,1331,1256,1422,1472,1190,2832,1653,4168,2059,505,587,523,627,594,612,1596,1906,1059,968,4428,1949,2621,1802,6074,1737,4009,5746,3118,2066
"2018-12-06 09:27:49","2018W35","Plateau","159.0",135,90,41,19,1.6887665749312,1.05170902716915,84,653,621,661,658,706,639,1886,997,2046,1080,158,215,220,215,299,210,542,822,473,417,2428,811,1414,849,2868,650,1940,2590,1553,1005
"2018-12-06 09:27:49","2018W35","Sokoto","287.0",202,262,92,66,3.76233935555969,3.48750466243939,187,766,699,657,718,688,462,3005,1245,2365,1501,398,497,498,452,431,360,2435,1705,1114,1243,5440,1164,2488,822,4070,1447,2074,3521,2615,1119
"2018-12-06 09:27:49","2018W35","Taraba","195.0",181,146,76,44,2.52018936229463,1.49128919860627,107,481,526,517,554,556,445,1335,805,1838,1007,272,241,191,225,210,174,725,750,511,381,2060,753,1186,619,2588,657,1597,2254,1518,766
"2018-12-06 09:27:49","2018W35","Yobe","147.0",152,206,83,92,3.76984126984127,3.82608695652174,154,1069,863,867,848,850,747,2742,1349,3049,1488,281,486,449,408,481,358,1493,1797,1033,801,4235,1350,2150,1105,4846,1343,2578,3921,2521,1331
"2018-12-06 09:27:49","2018W35","Zamfara","301.0",191,281,86,45,3.74803767660911,3.00648457457261,153,636,826,926,858,898,746,2685,1467,2808,1635,408,505,475,504,508,455,2171,1806,1152,1087,4856,1044,2554,1201,4614,1484,2610,4094,2787,1406
"2018-12-06 09:27:49","2018W36","Adamawa","197.0",184,124,58,19,3.24514991181658,1.20336943441637,70,743,724,757,841,834,600,1636,1020,2490,1319,167,196,177,208,216,229,433,582,335,376,2069,910,1396,829,3072,581,2322,2903,1654,1050
"2018-12-06 09:27:49","2018W36","Bauchi","442.0",444,292,128,73,5.61811970137922,2.69291148412028,223,1372,1382,1270,1276,1343,1200,4625,2449,4719,2810,344,493,540,517,533,497,1787,1826,1142,1062,6412,1716,3511,1697,6545,1550,3928,5478,3952,1876
"2018-12-06 09:27:49","2018W36","Bayelsa","96.0",93,73,37,32,4.48841698841699,2.19078046554085,48,300,376,367,381,394,304,1315,644,1524,874,86,196,170,178,181,134,604,725,365,255,1919,386,899,438,2249,544,1124,1668,1239,575
"2018-12-06 09:27:49","2018W36","Borno","289.0",279,200,165,97,5.34278054385293,2.87123480711643,163,1735,1556,1425,1471,1418,1426,4246,2198,4800,2484,511,839,694,702,689,722,1967,2479,1374,1322,6213,2246,3520,2148,7279,2235,4452,6687,3858,2107
"2018-12-06 09:27:49","2018W36","Gombe","168.0",164,114,26,20,3.80333951762523,2.13704994192799,92,667,617,580,650,638,503,1526,878,2012,1181,94,211,189,185,187,172,382,683,540,311,1908,761,1189,675,2695,585,1847,2432,1721,825
"2018-12-06 09:27:49","2018W36","Jigawa","322.0",331,319,137,89,6.60415003990423,4.43556443556444,222,1757,1664,1526,1525,1593,1317,4581,2580,5330,2970,454,740,597,599,606,652,1829,2523,1578,1374,6410,2211,3954,1969,7853,1936,4715,6651,4548,2199
"2018-12-06 09:27:49","2018W36","Kaduna","500.0",560,429,291,138,5.3440213760855,4.01069518716578,420,3054,2528,2304,2453,2619,2569,7106,4057,8413,4508,664,1135,879,1020,1023,1028,2175,3539,2036,1977,9281,3718,6034,3597,11952,3034,7285,10319,6544,3642
"2018-12-06 09:27:49","2018W36","Kano","619.0",677,449,346,182,7.10090203482274,4.74441062244148,452,4003,3410,3214,3476,3526,3152,10181,5335,11301,5585,619,961,849,939,1005,737,3346,3388,1881,2156,13527,4622,7491,3889,14689,2749,10100,12849,7466,4531
"2018-12-06 09:27:49","2018W36","Katsina","328.0",373,127,152,38,3.32827696975105,0.901785714285714,101,1746,1724,1543,1581,1632,1425,5164,2853,5404,3339,214,297,258,233,265,235,923,1050,688,621,6087,1960,3474,1660,6454,788,4848,5636,4027,1897
"2018-12-06 09:27:49","2018W36","Kebbi","230.0",236,218,116,84,4.34462444771723,3.55760368663594,193,952,900,786,803,849,814,2774,1449,2680,1716,503,618,629,581,539,489,1829,2056,1625,921,4603,1455,2370,1303,4736,1828,2489,4317,3341,1388
"2018-12-06 09:27:49","2018W36","Kogi","157.0",151,122,46,41,2.00477960701009,1.3953488372093,105,803,877,760,833,878,844,1748,1137,2529,1309,158,397,307,357,347,374,762,1297,734,731,2510,961,1868,1218,3826,1061,2470,3531,2043,1225
"2018-12-06 09:27:49","2018W36","Nasarawa","254.0",276,137,63,22,4.04810794954532,2.06805514813728,141,756,695,673,761,752,705,2649,1445,2642,1978,119,183,147,153,166,149,620,614,372,371,3269,875,1816,854,3256,483,2129,2612,2350,918
"2018-12-06 09:27:49","2018W36","Niger","264.0",262,68,113,20,2.33345208407553,0.650565903217182,73,1668,1407,1294,1393,1561,1425,3389,1967,4422,2302,276,311,281,310,317,325,773,1002,514,463,4162,1944,2430,1750,5424,902,4094,4996,2816,1878
"2018-12-06 09:27:49","2018W36","Plateau","288.0",240,128,71,28,3.00225168876658,1.47740077626142,118,1049,918,869,965,1044,891,2884,1520,3242,1836,179,267,245,250,265,277,672,778,575,482,3556,1228,2002,1168,4020,762,2752,3514,2411,1309
"2018-12-06 09:27:49","2018W36","Sokoto","316.0",240,291,102,71,4.47010616502142,3.48750466243939,187,807,887,750,702,704,575,3576,1583,2643,1670,363,528,480,457,436,407,2337,1911,1175,1283,5913,1170,2866,982,4554,1465,2339,3804,2845,1140
"2018-12-06 09:27:49","2018W36","Taraba","196.0",257,151,121,56,3.57839042049568,2.74564459930314,197,1049,826,825,817,848,779,2626,1375,2748,1778,355,496,407,407,409,331,1238,1477,871,718,3864,1404,2093,1110,4225,1310,2468,3778,2649,1257
"2018-12-06 09:27:49","2018W36","Yobe","141.0",140,157,72,57,3.47222222222222,3.18012422360248,128,781,739,679,717,718,769,2171,1264,2573,1424,223,383,363,383,415,343,1233,1372,948,774,3404,1004,2038,1112,3945,1129,2135,3264,2372,1133
"2018-12-06 09:27:49","2018W36","Zamfara","299.0",231,228,97,38,4.53296703296703,2.43662802122224,124,930,1010,1046,1032,1032,892,3722,1859,3222,2035,283,369,311,311,310,267,1765,1282,1055,786,5487,1213,2645,1159,4504,991,3088,4079,3090,1342
"2018-12-06 09:27:49","2018W37","Adamawa","189.0",171,127,54,31,3.01587301587302,1.63314423242221,95,812,656,618,732,757,666,1834,1052,2292,1251,209,291,228,265,282,259,509,814,497,479,2343,1021,1531,925,3106,784,2006,2790,1748,1039
"2018-12-06 09:27:49","2018W37","Bauchi","470.0",471,324,172,103,5.95976211565228,3.57444753049149,296,1421,1378,1305,1327,1386,1334,5072,2628,4712,2456,484,699,654,649,685,616,2176,2326,1582,1459,7248,1905,4087,1950,7038,2002,4010,6012,4038,2071
"2018-12-06 09:27:49","2018W37","Bayelsa","87.0",101,71,61,38,4.87451737451737,3.05796439981743,67,267,334,381,351,354,333,1344,825,1426,814,112,132,138,165,181,193,813,682,474,482,2157,379,1307,526,2108,435,1066,1501,1288,535
"2018-12-06 09:27:49","2018W37","Borno","315.0",266,226,124,83,5.09383378016086,3.11784393165404,177,1519,1422,1157,1210,1176,1025,3582,1826,4130,2144,468,866,753,711,718,692,1905,2621,1472,1270,5487,1987,3096,1717,6751,2330,3789,6119,3616,1894
"2018-12-06 09:27:49","2018W37","Gombe","168.0",151,118,26,17,3.50185528756957,1.99767711962834,86,577,570,488,518,534,481,1391,794,1668,932,168,233,189,201,254,242,441,731,508,390,1832,745,1184,723,2399,623,1576,2199,1440,788
"2018-12-06 09:27:49","2018W37","Jigawa","343.0",314,829,150,286,6.26496408619314,13.4865134865135,675,1649,1497,1282,1426,1491,1270,4118,2325,4973,2745,929,1679,1345,1540,1576,1564,4934,6569,4552,4021,9052,2578,6346,2834,11542,4564,4205,8769,7297,3067
"2018-12-06 09:27:49","2018W37","Kaduna","498.0",535,461,264,166,5.10544899322454,4.58365164247517,480,2924,2427,2186,2292,2312,2592,6898,3952,7720,4147,986,1475,1116,1256,1339,1330,2952,4302,2388,2372,9850,3910,6324,3922,12022,3847,6905,10752,6535,3651
"2018-12-06 09:27:49","2018W37","Kano","573.0",601,432,303,148,6.30375498216908,4.59745985094993,438,3317,2931,2675,2875,2872,2800,8578,4807,9450,4149,726,974,877,876,891,856,3890,3041,1433,2173,12468,4043,6980,3656,12491,2727,8481,11208,5582,3763
"2018-12-06 09:27:49","2018W37","Katsina","389.0",365,329,150,74,3.25689301329526,1.90178571428571,213,1509,1405,1246,1332,1435,1255,4905,2552,4660,2935,415,539,439,445,439,542,2047,1837,1292,1317,6952,1924,3869,1797,6497,1423,3983,5406,4227,1874
"2018-12-06 09:27:49","2018W37","Kebbi","255.0",225,244,113,101,4.14212076583211,4.09216589861751,222,1076,908,787,871,917,999,2558,1422,2639,1584,765,765,606,604,713,678,2410,2332,1559,1247,4968,1841,2669,1677,4971,1975,2566,4541,3143,1630
"2018-12-06 09:27:49","2018W37","Kogi","170.0",149,143,35,39,1.97822623473181,1.66112956810631,125,745,881,759,882,923,732,1629,1010,2507,1214,217,478,369,440,428,438,986,1467,992,813,2615,962,1823,1170,3974,1287,2522,3809,2206,1351
"2018-12-06 09:27:49","2018W37","Nasarawa","257.0",273,169,86,20,4.0041067761807,2.18539161044295,149,769,725,643,670,779,649,2515,1371,2259,1483,220,256,182,171,165,145,732,628,385,445,3247,989,1816,794,2887,609,2038,2647,1868,944
"2018-12-06 09:27:49","2018W37","Niger","267.0",268,161,149,57,2.38688991806199,1.30113180643436,146,1590,1367,1188,1438,1541,1450,3621,2025,4417,2334,555,639,533,599,636,658,1428,1903,942,914,5049,2145,2939,2108,6320,1771,3993,5764,3276,2177
"2018-12-06 09:27:49","2018W37","Plateau","280.0",244,170,55,20,3.05228921691268,1.71528734193064,137,879,830,829,906,973,907,2595,1583,2940,1659,214,315,260,316,346,324,827,1123,691,702,3422,1093,2285,1231,4063,891,2565,3456,2350,1319
"2018-12-06 09:27:49","2018W37","Sokoto","317.0",260,279,138,105,4.84261501210654,4.06564714658709,218,786,913,756,753,791,647,3950,1725,2762,1919,454,601,562,541,633,471,2634,2126,1338,1385,6584,1240,3110,1118,4888,1704,2422,4126,3257,1424
"2018-12-06 09:27:49","2018W37","Taraba","219.0",252,177,120,109,3.50877192982456,2.85714285714286,205,862,706,691,684,685,704,2133,1227,2566,1506,290,383,435,426,440,294,1089,1421,989,652,3222,1152,1879,998,3987,1244,2081,3325,2495,1125
"2018-12-06 09:27:49","2018W37","Yobe","122.0",146,116,65,42,3.62103174603175,2.93167701863354,118,751,662,650,611,617,582,2156,1111,2074,1078,201,319,299,316,329,273,1291,1214,786,648,3447,952,1759,855,3288,934,1923,2857,1864,946
"2018-12-06 09:27:49","2018W37","Zamfara","282.0",215,242,85,47,4.21899529042386,3.22263706032619,164,853,903,843,902,896,765,3194,1620,2855,2084,411,500,441,421,443,445,2256,1958,1371,1149,5450,1264,2769,1210,4813,1362,2648,4010,3455,1339
"2018-12-06 09:27:49","2018W38","Adamawa","229.0",176,152,53,31,3.10405643738977,1.77067216778408,103,845,625,505,645,686,695,1796,1108,2027,1149,299,308,254,285,295,277,667,967,498,496,2463,1144,1604,972,2994,847,1775,2622,1647,981
"2018-12-06 09:27:49","2018W38","Bauchi","415.0",462,301,176,98,5.8458813108946,3.33293080545828,276,1422,1577,1154,1186,1310,1420,4519,2483,4727,2393,365,616,587,566,613,485,1850,2003,1230,1120,6369,1787,3603,1905,6730,1769,3917,5686,3623,1923
"2018-12-06 09:27:49","2018W38","Bayelsa","78.0",94,67,33,42,4.53667953667954,2.78411684162483,61,233,314,284,309,313,325,1164,704,1322,852,108,155,146,137,117,141,662,622,342,402,1826,341,1106,466,1944,438,907,1345,1194,430
"2018-12-06 09:27:49","2018W38","Borno","275.0",276,238,133,82,5.28533129069322,3.18830368152193,181,1570,1444,1168,1200,1149,1075,3675,1829,4330,2077,586,953,777,829,863,822,2306,2884,1725,1568,5981,2156,3397,1897,7214,2559,3812,6371,3802,2012
"2018-12-06 09:27:49","2018W38","Gombe","160.0",149,106,45,20,3.45547309833024,2.13704994192799,92,587,570,468,552,544,470,1390,738,1686,975,190,244,216,250,250,273,621,781,586,460,2011,777,1198,743,2467,710,1590,2300,1561,794
"2018-12-06 09:27:49","2018W38","Jigawa","326.0",331,205,149,68,6.60415003990423,2.93706293706294,147,1531,1437,1078,1157,1205,1347,4037,2269,4395,2637,307,389,284,319,343,313,1165,1272,942,794,5202,1838,3063,1660,5667,992,3672,4664,3579,1548
"2018-12-06 09:27:49","2018W38","Kaduna","485.0",541,449,248,154,5.16270636511118,4.83193277310924,506,2902,2378,1876,2090,2148,2542,6778,3819,7231,3824,651,1290,1055,1226,1303,1239,2301,4185,2444,2163,9079,3553,5982,3781,11416,3571,6344,9915,6268,3451
"2018-12-06 09:27:49","2018W38","Kano","636.0",685,478,398,176,7.18481225089155,5.10129106749239,486,4369,3462,2668,2887,2982,3234,10832,5531,10076,4324,914,1128,947,1026,1071,967,4462,3521,1661,2468,15294,5283,7999,4201,13597,3101,9017,12118,5985,4053
"2018-12-06 09:27:49","2018W38","Katsina","331.0",312,96,141,21,2.78397430177568,0.598214285714286,67,1543,1209,817,892,880,984,4354,2214,3710,2219,177,186,151,150,136,186,746,617,474,392,5100,1720,2606,1170,4327,487,2918,3405,2693,1016
"2018-12-06 09:27:49","2018W38","Kebbi","226.0",240,222,128,112,4.41826215022091,4.27649769585253,232,1016,994,777,812,854,824,2716,1486,2965,1815,665,884,718,805,839,733,1956,2780,1670,1355,4672,1681,2841,1557,5745,2407,2583,4990,3485,1693
"2018-12-06 09:27:49","2018W38","Kogi","128.0",147,141,50,36,1.95167286245353,1.76744186046512,133,997,817,723,795,875,868,1834,1100,2340,1228,309,566,441,489,553,511,1171,1524,820,895,3005,1306,1995,1379,3864,1496,2335,3831,2048,1428
"2018-12-06 09:27:49","2018W38","Nasarawa","254.0",246,165,62,110,3.60809621589909,2.22939278380757,152,710,559,445,572,631,531,2246,1094,1982,1362,233,283,154,172,167,185,403,558,404,356,2649,943,1450,716,2540,609,1576,2185,1766,798
"2018-12-06 09:27:49","2018W38","Niger","233.0",251,164,93,54,2.23548272176701,1.6130469655111,181,1447,1360,1052,1299,1317,1388,3204,1914,4153,2052,620,779,671,763,774,755,1691,2573,1238,1210,4895,2067,3124,2143,6726,2213,3711,5924,3290,2091
"2018-12-06 09:27:49","2018W38","Plateau","266.0",248,163,62,59,3.10232674505879,1.7027669963691,136,955,770,642,732,812,843,2753,1451,2576,1574,216,333,267,308,324,337,700,1121,696,674,3453,1171,2125,1180,3697,908,2144,3052,2270,1136
"2018-12-06 09:27:49","2018W38","Sokoto","299.0",247,262,94,78,4.60048426150121,4.1402461767997,222,613,746,645,616,649,563,3303,1711,2603,1661,426,589,510,563,620,461,2690,2085,1395,1355,5993,1039,3066,1024,4688,1662,2007,3669,3056,1269
"2018-12-06 09:27:49","2018W38","Taraba","219.0",265,164,123,51,3.68978000556948,2.57839721254355,185,827,790,627,698,707,718,2496,1342,2540,1465,221,384,355,391,423,306,830,1215,814,660,3326,1048,2002,1024,3755,1130,2115,3245,2279,1130
"2018-12-06 09:27:49","2018W38","Yobe","130.0",158,145,81,52,3.91865079365079,3.22981366459627,130,986,678,515,555,594,696,2544,1311,2138,1241,291,340,291,336,333,382,1338,1167,795,755,3882,1277,2066,1078,3305,967,1748,2715,2036,927
"2018-12-06 09:27:49","2018W38","Zamfara","290.0",237,258,116,53,4.65070643642072,3.59599135390057,183,1098,977,831,809,818,905,3650,1767,3002,1856,490,603,537,541,516,522,2309,2119,1454,1304,5959,1588,3071,1427,5121,1681,2617,4298,3310,1334
"2018-12-06 09:27:49","2018W39","Adamawa","183.0",129,156,51,33,2.27513227513228,1.78786315970431,104,493,493,445,490,483,477,1196,768,1546,882,223,308,268,346,348,299,650,1135,738,604,1846,716,1372,776,2681,922,1428,2350,1620,831
"2018-12-06 09:27:49","2018W39","Bauchi","395.0",400,298,116,88,5.06136910034164,3.74350923801473,310,1198,1323,1188,1333,1387,1110,3840,2077,4219,2388,462,801,659,704,746,548,2148,2406,1523,1249,5988,1660,3326,1658,6625,2164,3844,6008,3911,2133
"2018-12-06 09:27:49","2018W39","Bayelsa","93.0",80,77,35,36,3.86100386100386,2.64719306252853,58,238,336,313,318,313,273,1173,602,1284,732,233,224,204,196,205,199,807,783,481,441,1980,471,1043,472,2067,624,967,1591,1213,518
"2018-12-06 09:27:49","2018W39","Borno","345.0",238,247,117,84,4.55764075067024,2.97692443191827,169,1292,1286,1070,1106,1127,978,3408,1786,4035,2127,518,893,766,773,733,756,2079,2677,1610,1417,5487,1810,3203,1734,6712,2432,3462,5894,3737,1860
"2018-12-06 09:27:49","2018W39","Gombe","162.0",128,104,27,16,2.96846011131725,1.13821138211382,49,606,523,473,551,508,470,1216,713,1491,792,59,100,97,104,106,99,268,374,237,231,1484,665,944,569,1865,301,1547,1848,1029,614
"2018-12-06 09:27:49","2018W39","Jigawa","340.0",346,1031,162,342,6.90343176376696,16.5034965034965,826,1651,1471,1294,1479,1507,1155,4945,2441,4984,2854,1559,1887,1608,1924,1996,1900,7576,7827,5467,4997,12521,3210,7438,3055,12811,5419,4244,9663,8321,3503
"2018-12-06 09:27:49","2018W39","Kaduna","433.0",493,373,206,93,4.70464739001813,3.66692131398014,384,2952,2326,1967,2150,2217,2236,6380,3442,7110,3533,496,983,839,937,959,925,1851,2957,1698,1618,8231,3448,5060,3161,10067,2759,6443,9202,5231,3176
"2018-12-06 09:27:49","2018W39","Kano","593.0",542,435,312,123,5.68491713866163,3.69476225464469,352,2728,2453,2127,2291,2285,2132,7968,3981,7647,3305,531,856,786,788,804,610,2672,2441,1056,1572,10640,3259,5553,2742,10088,2430,6871,9301,4361,3089
"2018-12-06 09:27:49","2018W39","Katsina","399.0",312,240,183,47,2.78397430177568,1.20535714285714,135,1558,1389,1086,1154,1199,1078,4296,2059,4245,2312,286,334,290,304,337,283,1142,1098,876,655,5438,1844,2714,1361,5343,928,3629,4557,3188,1536
"2018-12-06 09:27:49","2018W39","Kebbi","253.0",199,256,103,84,3.66347569955817,3.48387096774194,189,691,736,650,726,743,645,2025,1092,2383,1505,466,698,635,642,624,500,1544,2045,1157,968,3569,1157,2060,1145,4428,1975,2112,4087,2662,1367
"2018-12-06 09:27:49","2018W39","Kogi","128.0",100,144,42,32,1.32766861391397,1.35548172757475,102,564,541,458,474,487,514,1206,755,1522,763,317,495,415,443,458,502,1007,1275,821,691,2213,881,1446,1016,2797,1353,1473,2826,1584,945
"2018-12-06 09:27:49","2018W39","Nasarawa","276.0",258,192,41,19,3.78410090935758,2.31739513053681,158,743,630,579,610,626,647,2485,1234,2222,1321,138,184,151,194,209,234,602,573,503,515,3087,881,1749,881,2795,529,1819,2348,1824,835
"2018-12-06 09:27:49","2018W39","Niger","212.0",152,175,61,48,1.35375846099038,1.25657249799483,141,1035,921,760,920,1001,892,2114,1146,2860,1533,425,527,501,519,534,562,1171,1739,846,848,3285,1460,1994,1454,4599,1547,2601,4148,2379,1535
"2018-12-06 09:27:49","2018W39","Plateau","255.0",205,162,59,16,2.56442331748812,1.17691248278452,94,878,777,670,714,807,687,2332,1247,2413,1234,175,178,163,218,232,193,565,700,487,374,2897,1053,1621,880,3113,559,2161,2720,1721,1039
"2018-12-06 09:27:49","2018W39","Sokoto","311.0",244,274,120,67,4.54460793443844,3.84185005594927,206,687,828,747,780,932,559,3292,1706,2861,1858,378,496,508,555,540,402,2629,1988,1404,1269,5921,1065,2975,961,4849,1559,2355,3914,3262,1472
"2018-12-06 09:27:49","2018W39","Taraba","218.0",237,165,114,52,3.29991645781119,2.49477351916376,179,728,643,580,629,608,633,2118,1190,2240,1367,265,390,376,383,382,316,860,1170,730,602,2978,993,1792,949,3410,1149,1852,3001,2097,990
"2018-12-06 09:27:49","2018W39","Yobe","141.0",137,152,68,54,3.39781746031746,2.95652173913043,119,799,713,561,673,748,548,2372,1122,2256,1218,277,320,321,351,368,275,1152,1274,791,595,3524,1076,1717,823,3530,992,1947,2939,2009,1116
"2018-12-06 09:27:49","2018W39","Zamfara","301.0",250,291,109,64,4.90580847723705,4.00864609943014,204,821,952,845,1017,972,844,3608,1863,3271,2146,562,680,590,610,619,531,2705,2406,1548,1325,6313,1383,3188,1375,5677,1880,2814,4694,3694,1591
"2018-12-06 09:27:49","2018W40","Adamawa","164.0",110,86,31,17,1.94003527336861,0.756403644490287,44,292,343,294,395,448,340,815,613,1298,685,77,172,113,131,127,180,289,437,281,241,1104,369,854,520,1735,416,1032,1448,966,575
"2018-12-06 09:27:49","2018W40","Bauchi","407.0",384,267,92,43,4.85891433632798,2.40309141408042,199,1214,1225,1162,1206,1133,988,3639,1969,4299,2448,317,437,422,401,490,294,1485,1768,896,690,5124,1531,2659,1282,6067,1260,3593,4853,3344,1623
"2018-12-06 09:27:49","2018W40","Bayelsa","77.0",63,71,22,9,3.04054054054054,1.46052031036057,32,151,232,202,228,210,182,801,441,953,570,61,83,56,66,69,60,341,301,171,171,1142,212,612,242,1254,205,662,867,741,279
"2018-12-06 09:27:49","2018W40","Borno","354.0",231,249,110,70,4.42359249329759,2.71270036991369,154,1345,1124,1034,989,984,879,3331,1640,3607,1869,596,936,806,805,799,788,2058,2692,1580,1418,5389,1941,3058,1667,6299,2547,3147,5694,3449,1783
"2018-12-06 09:27:49","2018W40","Gombe","114.0",134,66,25,13,3.10760667903525,1.39372822299652,60,603,497,463,493,500,401,1336,709,1489,884,60,127,106,118,138,118,268,441,438,214,1604,663,923,519,1930,351,1453,1804,1322,638
"2018-12-06 09:27:49","2018W40","Jigawa","350.0",300,354,126,149,5.98563447725459,5.79420579420579,290,1615,1439,1240,1299,1312,999,4226,2252,4609,2588,509,709,624,712,738,795,2528,2916,2074,1856,6754,2124,4108,1794,7525,2045,3978,6023,4662,2050
"2018-12-06 09:27:49","2018W40","Kaduna","444.0",464,381,216,125,4.42790342589942,3.53323147440795,370,2455,1969,1731,1875,1888,1880,5844,3267,6398,3688,627,983,859,1034,1090,945,2123,3227,1817,1781,7967,3082,5048,2825,9625,2876,5575,8451,5505,2978
"2018-12-06 09:27:49","2018W40","Kano","577.0",663,447,314,138,6.95405915670233,4.91235436128897,468,3967,3470,3034,3069,3063,2750,10001,4957,10997,5026,683,1074,925,975,1022,776,3518,3206,1670,1899,13519,4650,6856,3526,14203,2974,9573,12547,6696,4085
"2018-12-06 09:27:49","2018W40","Katsina","412.0",362,198,137,20,3.23012402962434,0.883928571428571,99,1725,1559,1390,1406,1425,1107,4944,2205,5117,2821,183,235,231,208,235,195,970,866,545,466,5914,1908,2671,1302,5983,674,4355,5029,3366,1660
"2018-12-06 09:27:49","2018W40","Kebbi","227.0",193,230,89,91,3.55301914580265,3.05990783410138,166,902,821,767,706,752,721,2060,1123,2375,1353,537,667,502,540,563,489,1539,1852,1084,892,3599,1439,2015,1210,4227,1709,2294,4003,2437,1315
"2018-12-06 09:27:49","2018W40","Kogi","89.0",76,65,25,16,1.00902814657461,0.770764119601329,58,467,424,350,384,410,405,986,540,1216,628,94,237,179,220,210,183,294,691,465,251,1280,561,791,588,1907,636,1158,1794,1093,620
"2018-12-06 09:27:49","2018W40","Nasarawa","269.0",272,174,95,38,3.98943971839249,2.00938691698445,137,606,609,562,619,651,503,2424,1187,2423,1544,52,143,140,153,119,102,324,460,357,261,2748,658,1448,605,2883,436,1790,2226,1901,770
"2018-12-06 09:27:49","2018W40","Niger","130.0",92,38,23,2,0.819380121125757,0.160413510382319,18,518,484,440,473,504,415,1186,585,1509,1077,46,53,50,55,50,55,129,190,100,100,1315,564,685,470,1699,158,1397,1555,1177,554
"2018-12-06 09:27:49","2018W40","Plateau","134.0",122,58,19,4,1.52614460845634,0.613496932515337,49,431,365,299,359,366,315,1293,770,1324,752,72,95,82,85,61,109,320,340,181,180,1613,503,950,424,1664,262,1023,1285,933,427
"2018-12-06 09:27:49","2018W40","Sokoto","347.0",280,323,132,71,5.21512385919166,4.12159641924655,221,827,882,826,793,818,642,3946,1867,3189,2021,440,593,589,577,591,501,2701,2125,1440,1455,6647,1267,3322,1143,5314,1759,2501,4260,3461,1409
"2018-12-06 09:27:49","2018W40","Taraba","248.0",209,175,79,145,2.91005291005291,2.09059233449477,150,674,562,501,580,580,561,1890,1051,2041,1579,254,345,320,341,315,243,738,1190,706,439,2628,928,1490,804,3231,1006,1643,2649,2285,895
"2018-12-06 09:27:49","2018W40","Yobe","142.0",129,173,65,50,3.19940476190476,2.83229813664596,114,725,619,576,523,526,459,2152,1023,2170,1146,253,351,243,272,314,248,1420,1170,686,603,3572,978,1626,707,3340,866,1718,2584,1832,840
"2018-12-06 09:27:49","2018W40","Zamfara","235.0",162,199,51,26,3.17896389324961,2.08292395362547,106,513,617,571,598,602,530,2217,1189,1906,1341,272,326,273,297,290,258,1331,1099,742,680,3548,785,1869,788,3005,896,1786,2682,2083,892
"2018-12-06 09:27:49","2018W41","Adamawa","228.0",199,137,61,16,3.50970017636684,1.46123431321987,85,950,844,736,852,845,703,2270,1207,2734,1492,190,218,191,248,244,241,571,748,589,464,2841,1140,1671,944,3482,657,2432,3089,2081,1089
"2018-12-06 09:27:49","2018W41","Bauchi","468.0",567,329,180,220,7.17449069973428,4.14201183431953,343,2141,1946,1638,1593,1695,1499,6451,3234,6177,3063,597,871,797,726,813,670,2821,2825,1432,1516,9272,2738,4750,2169,9002,2394,5177,7571,4495,2508
"2018-12-06 09:27:49","2018W41","Bayelsa","71.0",94,54,37,52,4.53667953667954,3.74258329529895,82,262,355,310,340,339,286,1288,672,1325,824,154,247,180,226,220,164,934,925,620,444,2222,416,1116,450,2250,653,1005,1658,1444,559
"2018-12-06 09:27:49","2018W41","Borno","352.0",344,247,202,114,6.58751436231329,3.9633609300687,225,2181,2054,1706,1714,1749,1445,5430,2619,5943,3034,757,1217,1076,1099,1184,973,2476,3784,2159,1769,7906,2938,4388,2418,9727,3392,5474,8866,5193,2933
"2018-12-06 09:27:49","2018W41","Gombe","171.0",172,109,21,24,3.98886827458256,2.62485481997677,113,825,758,670,710,715,581,1666,909,2357,1259,143,284,250,265,295,212,554,852,597,411,2220,968,1320,793,3209,799,2138,2937,1856,1010
